,Gastric Cancer,Glioblastoma,Adult Acute Myeloid Leukemia,Cerebral Cavernous Malformation,Hepatocellular Carcinoma,Liver Cirrhosis,Intracranial Aneurysm,Lung Cancer,Bladder Cancer,Multiple Sclerosis,Colorectal Cancer,Hepatitis C,Esophageal Cancer,Cancer,Diffuse Large B-Cell Lymphoma,Lung Adenocarcinoma,Pancreatic Ductal Adenocarcinoma,COVID-19,Early Hepatocellular Carcinoma,Breast Cancer,Prostate Cancer,Autism Spectrum Disorder,Sarcoma,West Nile Virus Infection,Ovarian Cancer,Non-Small Cell Lung Cancer,Clear Cell Renal Cell Carcinoma,Uterine Leiomyoma,Bladder Carcinoma,B-Cell Lymphoma,Osteoporosis,Papillary Thyroid Carcinoma,Glioma,Acute Myeloid Leukemia,Chronic Lymphocytic Leukemia,Lung Carcinoma,Lung Non-Small Cell Carcinoma,Rheumatoid Arthritis,Adenocarcinoma,Systemic Lupus Erythematosus,Alzheimer Disease,Prader-Willi Syndrome,Colon Cancer,Osteosarcoma,Cervical Cancer,Head And Neck Squamous Cell Carcinoma,Malignant Pleural Mesothelioma,Astrocytoma,Malignant Glioma,Acute Promyelocytic Leukemia,Ameloblastoma,Tuberculosis,Pancreatic Cancer,Psoriatic Arthritis
Clear Cell Renal Cell Carcinoma,0.09220203975284744,0.07885421007610814,0.05420353982300885,0.024115444214876,0.24217305429483946,0.01366120218579235,0.00734094616639475,0.08944176340159124,0.3350900836998156,0.01114413075780085,0.041973972165325814,0.015828677839851,0.10340695488721802,0.336272392834293,0.03259587020648967,0.2367331855136733,0.1759158615136876,0.00825688073394495,0.24217305429483946,0.13880236305048332,0.11794735724899172,0.00825688073394495,0.167457862171965,0.015828677839851,0.12008784096162733,0.09640836506198859,1.0,0.03646565787253189,0.3548130312360201,0.05191076466758299,0.00543478260869565,0.17182481751824813,0.17911636890391114,0.05420353982300885,0.049395354591284434,0.1362879370716042,0.09640836506198859,0.01872399445214975,0.40840713523019906,0.0201793721973094,0.0081669691470054,0.02674230145867095,0.03547966267530164,0.04245283018867923,0.08151508757121755,0.19165434643011808,0.10914624749576206,0.11147312344239428,0.17911636890391114,0.03742638338927856,0.06837529336462556,0.00825688073394495,0.10401572112098424,0.0097529258777633
Uterine Leiomyoma,0.042397660818713406,0.04271899684743721,0.05985247629083246,0.03626773711725166,0.04188518781006374,0.0158450704225352,0.00949367088607595,0.04144647440736821,0.04158544509421698,0.0130057803468208,0.022105263157894704,0.0161870503597122,0.04648114539221612,0.2734436564223798,0.04317702845100102,0.04026821312069588,0.03569078947368421,0.00886524822695035,0.04188518781006374,0.06348634142433705,0.04718208092485546,0.00886524822695035,0.19695384257644455,0.0161870503597122,0.0797163500133797,0.021882458980821508,0.03646565787253189,1.0,0.03136741814278043,0.05767934520943667,0.00788091068301225,0.03423701298701296,0.0676798378926038,0.05985247629083246,0.04265291406715364,0.026904314094275256,0.021882458980821508,0.02027027027027025,0.06247160381644705,0.02180232558139535,0.01052631578947365,0.02672955974842765,0.02400471082208961,0.10456137200323246,0.10132902298850574,0.046805062509646514,0.07843919565911264,0.05285632559660016,0.0676798378926038,0.0455368728373702,0.13050808045576093,0.00886524822695035,0.046886824905400706,0.0114213197969543
Bladder Carcinoma,0.115335292546086,0.09057614303154413,0.06423034330011071,0.022631057467123007,0.1697178871548619,0.01785714285714285,0.0122282608695652,0.11274586939417779,0.8578680203045685,0.0150753768844221,0.07266746411483249,0.01515151515151515,0.12620917536634418,0.32444005270092224,0.05035299003322258,0.1556690033526364,0.14862761743067346,0.0089820359281437,0.1697178871548619,0.16527808430809973,0.16890005583472917,0.0089820359281437,0.15348053892215568,0.01515151515151515,0.1670023696682464,0.16433307661964425,0.3548130312360201,0.03136741814278043,1.0,0.06135166388282148,0.0111111111111111,0.14079277646074465,0.14596649397833547,0.06423034330011071,0.06031246487580081,0.1923216566933369,0.16433307661964425,0.02132701421800945,0.19686948853615518,0.0227272727272727,0.01335311572700295,0.0243243243243243,0.06543894153406038,0.05466203661396932,0.13590909090909092,0.1860452658363466,0.1524093594347272,0.10877192982456141,0.14596649397833547,0.0544906900328587,0.0456961077844311,0.0089820359281437,0.12702557594689573,0.01345291479820625
B-Cell Lymphoma,0.08675044091710758,0.06270726560144707,0.13049450549450547,0.04016884531590411,0.061343222645617854,0.0161870503597122,0.0096774193548387,0.08368095512082852,0.0860326688815061,0.029391619661563225,0.04230089825985641,0.0165441176470588,0.09070910973084886,0.38315850815850816,0.717882117882118,0.05584415584415582,0.0488853503184713,0.00905797101449275,0.061343222645617854,0.10645604395604395,0.05588235294117644,0.00905797101449275,0.12615283267457178,0.0165441176470588,0.05535973460501761,0.04310331178255703,0.05191076466758299,0.05767934520943667,0.06135166388282148,1.0,0.00805008944543825,0.046000624902358976,0.09797101449275361,0.13049450549450547,0.30532515927395115,0.056367345046590335,0.04310331178255703,0.052782324058919756,0.07715022012240952,0.05771177203363434,0.010752688172043,0.0272435897435897,0.03685616028562671,0.0633984123578631,0.038063295493636004,0.07136539524599222,0.07661739394552997,0.08119228837460876,0.09797101449275361,0.09815895938956316,0.09354413702239787,0.00905797101449275,0.09107142857142857,0.0167525773195876
Osteoporosis,0.02166934189406095,0.00758853288364245,0.008604206500956,0.01332149200710475,0.005654281098546,0.014792899408284,0.00788091068301225,0.02061068702290075,0.02166934189406095,0.0118858954041204,0.00834879406307975,0.01717171717171715,0.02166934189406095,0.034446764091858,0.004302103250478,0.0053763440860215,0.00431778929188255,0.0089463220675944,0.005654281098546,0.02166934189406095,0.0118858954041204,0.0089463220675944,0.0089463220675944,0.01717171717171715,0.01104565537555225,0.00748752079866885,0.00543478260869565,0.00788091068301225,0.0111111111111111,0.00805008944543825,1.0,0.00388802488335925,0.0089463220675944,0.008604206500956,0.0106685633001422,0.01085383502170765,0.00748752079866885,0.11365274339610817,0.004930966469428,0.1076555023923445,0.00884086444007855,0.03942526590781858,0.0118296529968454,0.0573012939001848,0.0070866141732283,0.00241545893719805,0.03488372093023255,0.0111111111111111,0.0089463220675944,0.0058027079303675,0.0089463220675944,0.0089463220675944,0.02166934189406095,0.11763154706330933
Papillary Thyroid Carcinoma,0.08908045977011492,0.06486802042077788,0.04772773211157522,0.021730623015340563,0.21511300127463476,0.0109375,0.00568181818181815,0.08725735275361576,0.08769282360831654,0.00916230366492145,0.04259169884169882,0.01353503184713375,0.15285714285714283,0.3059668695064232,0.028007512464627366,0.25734347136913016,0.2442771224765723,0.0070754716981132,0.21511300127463476,0.13566594150350494,0.061158532046351174,0.0070754716981132,0.14948467662776746,0.01353503184713375,0.14859128877119882,0.09164177144545481,0.17182481751824813,0.03423701298701296,0.14079277646074465,0.046000624902358976,0.00388802488335925,1.0,0.15587029536698604,0.04772773211157522,0.043665774110003906,0.12850918236051,0.09164177144545481,0.01600985221674875,0.4718080357142857,0.0171052631578947,0.00623052959501555,0.0233050847457627,0.03848706942037915,0.03744986057885867,0.04085826421800948,0.22877984084880637,0.10475537649450689,0.09572750753336201,0.15587029536698604,0.0321443919209282,0.06457901625040896,0.0070754716981132,0.2491560726854844,0.0081395348837209
Glioma,0.0833333333333333,0.5995566658456775,0.10311139428692785,0.031061637176745073,0.18298858004740354,0.012,0.00886524822695035,0.08009635651912071,0.08266452648475117,0.0096153846153846,0.06817176631418115,0.0245901639344262,0.08721804511278192,0.45115562403697995,0.08702346819581608,0.17786313610112237,0.17140505125942018,0.0161290322580645,0.18298858004740354,0.10229276895943559,0.06905594405594401,0.0161290322580645,0.3071528751753156,0.0245901639344262,0.0673328964613368,0.13367613532358177,0.17911636890391114,0.0676798378926038,0.14596649397833547,0.09797101449275361,0.0089463220675944,0.15587029536698604,1.0,0.10311139428692785,0.07631430186546068,0.13899245642937658,0.13367613532358177,0.0119047619047619,0.28,0.0129032258064516,0.0099601593625498,0.0352112676056338,0.058226454897045095,0.09276514113455739,0.05947814128546612,0.19357840856212188,0.11700581395348837,0.6710605634368846,1.0,0.09007352941176469,0.11360448807854137,0.0161290322580645,0.08755760368663591,0.0083333333333333
Acute Myeloid Leukemia,0.09127458004935911,0.06562907213230548,1.0,0.05807783018867924,0.06387989402413892,0.0173076923076923,0.0102739726027397,0.08783731238821059,0.09052111410601975,0.0139751552795031,0.04470646032915744,0.01771653543307085,0.09528301886792451,0.4057723577235772,0.09358538191395958,0.05807079248671701,0.050848041919470455,0.00968992248062015,0.06387989402413892,0.1115110890433631,0.058632043702761344,0.00968992248062015,0.13232800387596894,0.01771653543307085,0.05777567807914627,0.04539579132413009,0.05420353982300885,0.05985247629083246,0.06423034330011071,0.13049450549450547,0.008604206500956,0.04772773211157522,0.10311139428692785,1.0,0.223576710692027,0.059072871572871534,0.04539579132413009,0.02167630057803465,0.08076923076923076,0.0234375,0.0114942528735632,0.0289115646258503,0.038671526763059724,0.06603685123540716,0.0399003421091774,0.07425228606796311,0.0792765108631193,0.08469968211477326,0.10311139428692785,0.7598422979442411,0.0974442829457364,0.00968992248062015,0.09566180674671239,0.01216216216216215
Chronic Lymphocytic Leukemia,0.08122171945701354,0.05502821108529701,0.223576710692027,0.03996940141518453,0.056155278478327436,0.06476190476190472,0.01178010471204185,0.0786081201224933,0.08084648493543756,0.030224548462331177,0.04565650375363868,0.0145348837209302,0.08505014909189479,0.29900938477580813,0.236671295249782,0.0506965388481976,0.04740487891658696,0.0086206896551724,0.056155278478327436,0.09733893557422965,0.0559328518819647,0.0086206896551724,0.0971786833855799,0.0145348837209302,0.056075641265680556,0.04505821634285109,0.049395354591284434,0.04265291406715364,0.06031246487580081,0.30532515927395115,0.0106685633001422,0.043665774110003906,0.07631430186546068,0.223576710692027,1.0,0.055532702591526095,0.04505821634285109,0.05017850471169409,0.058374679213002545,0.053592617007251125,0.0128205128205128,0.0234375,0.03975829382324741,0.057620154928170964,0.04115799243235524,0.06116046116046113,0.06730733961779702,0.07004084625052365,0.07631430186546068,0.16974713779754547,0.06844305120167185,0.0086206896551724,0.08526650096658378,0.01956521739130435
Lung Carcinoma,0.10270023926170671,0.08405021609384647,0.059072871572871534,0.018999296322358413,0.1564873417721519,0.01744186046511625,0.01196808510638295,0.6907548427192609,0.10151401267046062,0.0147783251231527,0.06025991792065664,0.014792899408284,0.1164098752536108,0.34339136041263696,0.044892125621292245,0.4743397532003229,0.13646546664057913,0.04178430946692728,0.1564873417721519,0.16053646190600088,0.07630090132725276,0.0087719298245614,0.14746679783571076,0.014792899408284,0.08331293349653202,0.7012094152325632,0.1362879370716042,0.026904314094275256,0.1923216566933369,0.056367345046590335,0.01085383502170765,0.12850918236051,0.13899245642937658,0.059072871572871534,0.055532702591526095,1.0,0.7012094152325632,0.0209302325581395,0.1885198509572144,0.02227722772277225,0.01304347826086955,0.0238095238095238,0.0509474447701653,0.04997854160976941,0.055034677626509085,0.17484152214882642,0.2717538948861918,0.10244863041337786,0.13899245642937658,0.04888487936398908,0.04220363994097392,0.0087719298245614,0.1171652056088197,0.013215859030837
Lung Non-Small Cell Carcinoma,0.09484037889965147,0.06405837602856697,0.04539579132413009,0.016631731954202165,0.12180424318060261,0.01505016722408025,0.0090634441087613,0.6638682257381046,0.09365415230840538,0.0124653739612188,0.04676785442859314,0.015358361774744,0.10855001489155555,0.3612541993281075,0.02965347075010484,0.498805853138121,0.09732563946068909,0.041429888059874284,0.12180424318060261,0.15267660154394563,0.06535702621296977,0.0084175084175084,0.14215047672991596,0.015358361774744,0.07268170426065163,1.0,0.09640836506198859,0.021882458980821508,0.16433307661964425,0.04310331178255703,0.00748752079866885,0.09164177144545481,0.13367613532358177,0.04539579132413009,0.04505821634285109,0.7012094152325632,1.0,0.01948051948051945,0.163805687466509,0.02089136490250695,0.01,0.0255255255255255,0.03842364532019701,0.03552326617935456,0.042597471339035436,0.14286388197958655,0.23797929154659703,0.086563220101282,0.13367613532358177,0.03407753507202708,0.041140375719814964,0.0084175084175084,0.10930534524676445,0.01100244498777505
Rheumatoid Arthritis,0.0303030303030303,0.0196850393700787,0.02167630057803465,0.0245901639344262,0.0177664974619289,0.0266272189349112,0.02027027027027025,0.029126213592233,0.0303030303030303,0.1539473684210526,0.0211864406779661,0.0180722891566265,0.0303030303030303,0.03086419753086415,0.048025571751696375,0.0170731707317073,0.017379679144385,0.0119047619047619,0.0177664974619289,0.0503030303030303,0.0225,0.0119047619047619,0.0119047619047619,0.0180722891566265,0.0212264150943396,0.01948051948051945,0.01872399445214975,0.02027027027027025,0.02132701421800945,0.052782324058919756,0.11365274339610817,0.01600985221674875,0.0119047619047619,0.02167630057803465,0.05017850471169409,0.0209302325581395,0.01948051948051945,1.0,0.0088757396449704,0.44292893036611625,0.0221238938053097,0.0268817204301075,0.0224159402241594,0.07816901408450705,0.0186567164179104,0.0063291139240506,0.05223880597014925,0.02132701421800945,0.0119047619047619,0.01967930029154515,0.0119047619047619,0.0119047619047619,0.0303030303030303,0.4338833634719711
Adenocarcinoma,0.06154499151103565,0.14383875400824553,0.08076923076923076,0.028987517337031858,0.4341065560945079,0.0079365079365079,0.00528169014084505,0.05952578345216381,0.060732775786539225,0.00636942675159235,0.0423540193768002,0.0203252032520325,0.06562847608453837,0.44555694618272845,0.06346153846153842,0.5916666666666667,0.48922697368421053,0.012,0.4341065560945079,0.0826336721166593,0.04753184713375795,0.012,0.2537704918032787,0.0203252032520325,0.0473958638467397,0.163805687466509,0.40840713523019906,0.06247160381644705,0.19686948853615518,0.07715022012240952,0.004930966469428,0.4718080357142857,0.28,0.08076923076923076,0.058374679213002545,0.1885198509572144,0.163805687466509,0.0088757396449704,1.0,0.0096153846153846,0.0059288537549407,0.03146853146853145,0.036630553095972615,0.07028031749221339,0.0378560126582278,0.3083801737353091,0.13897435897435895,0.16823308270676687,0.28,0.0662846546692607,0.10977049180327869,0.012,0.06603415559772297,0.005524861878453
Systemic Lupus Erythematosus,0.0324324324324324,0.02112676056338025,0.0234375,0.0264705882352941,0.01902173913043475,0.0288461538461538,0.02180232558139535,0.0310880829015544,0.0324324324324324,0.15889992360580596,0.02286585365853655,0.0196078431372549,0.0324324324324324,0.03355704697986575,0.05254434121621622,0.01822916666666665,0.0186781609195402,0.0129032258064516,0.01902173913043475,0.06901779828609093,0.02406417112299465,0.0129032258064516,0.0129032258064516,0.0196078431372549,0.02261306532663315,0.02089136490250695,0.0201793721973094,0.02180232558139535,0.0227272727272727,0.05771177203363434,0.1076555023923445,0.0171052631578947,0.0129032258064516,0.0234375,0.053592617007251125,0.02227722772277225,0.02089136490250695,0.44292893036611625,0.0096153846153846,1.0,0.023961661341853,0.0289017341040462,0.0239680426098535,0.1025835866261398,0.0199468085106383,0.0067750677506775,0.08235294117647055,0.0227272727272727,0.0129032258064516,0.02129337539432175,0.0129032258064516,0.0129032258064516,0.0324324324324324,0.20260074037395956
Alzheimer Disease,0.0241157556270096,0.05067567567567565,0.0114942528735632,0.11199754973455456,0.00809061488673135,0.0177865612648221,0.09705152934692748,0.02293577981651375,0.0241157556270096,0.09441707717569783,0.0111524163568773,0.01821862348178135,0.0241157556270096,0.03556485355648535,0.007183908045977,0.00769230769230765,0.00692041522491345,0.0099601593625498,0.00809061488673135,0.0241157556270096,0.01428571428571425,0.0349601593625498,0.0099601593625498,0.05852363437502754,0.0132743362831858,0.01,0.0081669691470054,0.01052631578947365,0.01335311572700295,0.010752688172043,0.00884086444007855,0.00623052959501555,0.0099601593625498,0.0114942528735632,0.0128205128205128,0.01304347826086955,0.01,0.0221238938053097,0.0059288537549407,0.023961661341853,1.0,0.04111097761223917,0.01421800947867295,0.0083333333333333,0.0094637223974763,0.0032258064516129,0.01662971175166295,0.0667655786350148,0.0099601593625498,0.0087209302325581,0.0099601593625498,0.0099601593625498,0.0241157556270096,0.012396694214876
Prader-Willi Syndrome,0.02906976744186045,0.02583586626139815,0.0289115646258503,0.06800668267724758,0.0248538011695906,0.03146853146853145,0.0326819407008086,0.02777777777777775,0.02906976744186045,0.03862802641232571,0.0281456953642384,0.04285714285714285,0.02906976744186045,0.0588235294117647,0.0276360544217687,0.0237430167597765,0.02562111801242235,0.0352112676056338,0.0248538011695906,0.02906976744186045,0.0258620689655172,0.0352112676056338,0.0352112676056338,0.047160068846815825,0.02419354838709675,0.0255255255255255,0.02674230145867095,0.02672955974842765,0.0243243243243243,0.0272435897435897,0.03942526590781858,0.0233050847457627,0.0352112676056338,0.0289115646258503,0.0234375,0.0238095238095238,0.0255255255255255,0.0268817204301075,0.03146853146853145,0.0289017341040462,0.04111097761223917,1.0,0.02575107296137335,0.0272277227722772,0.02428571428571425,0.0247813411078717,0.02066115702479335,0.0243243243243243,0.0352112676056338,0.0283505154639175,0.0352112676056338,0.0352112676056338,0.02906976744186045,0.0227272727272727
Colon Cancer,0.30237269552989404,0.034805410672321874,0.038671526763059724,0.020838035425150832,0.11480668891388116,0.072066317201024,0.01294964028776975,0.08633935643467773,0.0872734636023084,0.0158940397350993,0.7272036199095022,0.023636385611093387,0.3001296524681403,0.3386011120866257,0.023666594574064576,0.038280823850277396,0.0751053079331402,0.0095693779904306,0.11480668891388116,0.14472659870250232,0.06031930660563195,0.0095693779904306,0.06648472181438168,0.01615508885298865,0.06762968387995816,0.03842364532019701,0.03547966267530164,0.02400471082208961,0.06543894153406038,0.03685616028562671,0.0118296529968454,0.03848706942037915,0.058226454897045095,0.038671526763059724,0.03975829382324741,0.0509474447701653,0.03842364532019701,0.0224159402241594,0.036630553095972615,0.0239680426098535,0.01421800947867295,0.02575107296137335,1.0,0.029403295472724328,0.0384395749588507,0.06757612570449881,0.06124211506710127,0.0494472605807426,0.058226454897045095,0.02781121625487857,0.039371484174828233,0.0095693779904306,0.17484414871281373,0.01410105757931845
Osteosarcoma,0.08017097581317761,0.053276121272863894,0.06603685123540716,0.03219148001756695,0.05246963562753036,0.01394052044609665,0.0074750830564784,0.07722557461522814,0.07956002762158426,0.01132930513595165,0.03400809716599189,0.01615969581749045,0.0839588546010564,0.3675972083748754,0.042758685357963316,0.04713379970182997,0.03975792860425921,0.0084269662921348,0.05246963562753036,0.09821910415542359,0.04863391567056351,0.0084269662921348,0.36439895336309064,0.01615969581749045,0.04848560388881964,0.03552326617935456,0.04245283018867923,0.10456137200323246,0.05466203661396932,0.0633984123578631,0.0573012939001848,0.03744986057885867,0.09276514113455739,0.06603685123540716,0.057620154928170964,0.04997854160976941,0.03552326617935456,0.07816901408450705,0.07028031749221339,0.1025835866261398,0.0083333333333333,0.0272277227722772,0.029403295472724328,1.0,0.03067469643556598,0.06323201338538759,0.18932905067808703,0.07257176882409191,0.09276514113455739,0.04785343834037649,0.08598840490482786,0.0084269662921348,0.08427125697531444,0.0705804749340369
Cervical Cancer,0.0907810899988622,0.03656514823822467,0.0399003421091774,0.017213626753795876,0.05184712019589052,0.0142405063291139,0.0086206896551724,0.08855908584169453,0.15775401069518716,0.0119047619047619,0.04461323555089921,0.01451612903225805,0.10255920550038196,0.31897605705552723,0.025314219842332272,0.04148000215901117,0.04121832260659691,0.0079617834394904,0.05184712019589052,0.14102074396192044,0.17148526077097503,0.0079617834394904,0.06677819882286543,0.01451612903225805,0.3355073372632635,0.042597471339035436,0.08151508757121755,0.10132902298850574,0.13590909090909092,0.038063295493636004,0.0070866141732283,0.04085826421800948,0.05947814128546612,0.0399003421091774,0.04115799243235524,0.055034677626509085,0.042597471339035436,0.0186567164179104,0.0378560126582278,0.0199468085106383,0.0094637223974763,0.02428571428571425,0.0384395749588507,0.03067469643556598,1.0,0.07072471621698705,0.06426313229571981,0.05091715976331361,0.05947814128546612,0.029462046956918155,0.038115778440699785,0.0079617834394904,0.1032526867763875,0.0105633802816901
Head And Neck Squamous Cell Carcinoma,0.1140326975476839,0.10251623376623376,0.07425228606796311,0.02368180780643688,0.21992656404462643,0.0048543689320388,0.00293255131964805,0.1124940659862331,0.11140111860031549,0.0040431266846361,0.07307305759567062,0.01485148514851485,0.20264655893382252,0.34923589886079465,0.0552948927844108,0.21197452777419218,0.17676505783805346,0.00814332247557,0.21992656404462643,0.16748097340975288,0.08965131616677177,0.00814332247557,0.18214983713355043,0.01485148514851485,0.09141441937259215,0.14286388197958655,0.19165434643011808,0.046805062509646514,0.1860452658363466,0.07136539524599222,0.00241545893719805,0.22877984084880637,0.19357840856212188,0.07425228606796311,0.06116046116046113,0.17484152214882642,0.14286388197958655,0.0063291139240506,0.3083801737353091,0.0067750677506775,0.0032258064516129,0.0247813411078717,0.06757612570449881,0.06323201338538759,0.07072471621698705,1.0,0.2057177772060715,0.1304031735495393,0.19357840856212188,0.0591009309162175,0.08442996742671005,0.00814332247557,0.1246387581537445,0.0035799522673031
Malignant Pleural Mesothelioma,0.10319667921944538,0.08081562933703425,0.0792765108631193,0.02933265356351742,0.12911725955204217,0.02,0.0155601659751037,0.3234732824427481,0.10193603376897474,0.017578125,0.0684263937926806,0.0135135135135135,0.1151479244706062,0.277741371778069,0.06182947867809585,0.2510705431597926,0.11036036036036033,0.0089285714285714,0.12911725955204217,0.15458285410952843,0.08203125,0.0089285714285714,0.1976461038961039,0.0135135135135135,0.08802143130501335,0.23797929154659703,0.10914624749576206,0.07843919565911264,0.1524093594347272,0.07661739394552997,0.03488372093023255,0.10475537649450689,0.11700581395348837,0.0792765108631193,0.06730733961779702,0.2717538948861918,0.23797929154659703,0.05223880597014925,0.13897435897435895,0.08235294117647055,0.01662971175166295,0.02066115702479335,0.06124211506710127,0.18932905067808703,0.06426313229571981,0.2057177772060715,1.0,0.09942117807286345,0.11700581395348837,0.06507554945054944,0.067775974025974,0.0089285714285714,0.11586887035160207,0.0482142857142857
Astrocytoma,0.09307311536400036,0.8000438166179287,0.08469968211477326,0.07988755430615892,0.12193877551020406,0.01785714285714285,0.04891304347826085,0.09004194500543729,0.09252827500222635,0.07537688442211055,0.056691919191919155,0.01515151515151515,0.0974175473634573,0.35584634867032505,0.0630071524176008,0.11621233859397415,0.10623682930782942,0.0089820359281437,0.12193877551020406,0.11278860324218108,0.06666468436858847,0.0089820359281437,0.19198244731910225,0.01515151515151515,0.06635071090047388,0.086563220101282,0.11147312344239428,0.05285632559660016,0.10877192982456141,0.08119228837460876,0.0111111111111111,0.09572750753336201,0.6710605634368846,0.08469968211477326,0.07004084625052365,0.10244863041337786,0.086563220101282,0.02132701421800945,0.16823308270676687,0.0227272727272727,0.0667655786350148,0.0243243243243243,0.0494472605807426,0.07257176882409191,0.05091715976331361,0.1304031735495393,0.09942117807286345,1.0,0.6710605634368846,0.06735235567352355,0.08419801618137766,0.0089820359281437,0.09772282562459232,0.01345291479820625
Malignant Glioma,0.0833333333333333,0.5995566658456775,0.10311139428692785,0.031061637176745073,0.18298858004740354,0.012,0.00886524822695035,0.08009635651912071,0.08266452648475117,0.0096153846153846,0.06817176631418115,0.0245901639344262,0.08721804511278192,0.45115562403697995,0.08702346819581608,0.17786313610112237,0.17140505125942018,0.0161290322580645,0.18298858004740354,0.10229276895943559,0.06905594405594401,0.0161290322580645,0.3071528751753156,0.0245901639344262,0.0673328964613368,0.13367613532358177,0.17911636890391114,0.0676798378926038,0.14596649397833547,0.09797101449275361,0.0089463220675944,0.15587029536698604,1.0,0.10311139428692785,0.07631430186546068,0.13899245642937658,0.13367613532358177,0.0119047619047619,0.28,0.0129032258064516,0.0099601593625498,0.0352112676056338,0.058226454897045095,0.09276514113455739,0.05947814128546612,0.19357840856212188,0.11700581395348837,0.6710605634368846,1.0,0.09007352941176469,0.11360448807854137,0.0161290322580645,0.08755760368663591,0.0083333333333333
Acute Promyelocytic Leukemia,0.081043956043956,0.04685393258426966,0.7598422979442411,0.04172932330827067,0.047744784814884395,0.01459143968871595,0.00778546712802765,0.07784425186834153,0.08046471600688465,0.0117554858934169,0.033186813186813165,0.01693227091633465,0.08547351524879612,0.40293524817334336,0.059117150098563775,0.041664277111888484,0.03510608352978431,0.0088235294117647,0.047744784814884395,0.1014285714285714,0.04833129444147104,0.0088235294117647,0.11834733893557423,0.01693227091633465,0.04857907101814374,0.03407753507202708,0.03742638338927856,0.0455368728373702,0.0544906900328587,0.09815895938956316,0.0058027079303675,0.0321443919209282,0.09007352941176469,0.7598422979442411,0.16974713779754547,0.04888487936398908,0.03407753507202708,0.01967930029154515,0.0662846546692607,0.02129337539432175,0.0087209302325581,0.0283505154639175,0.02781121625487857,0.04785343834037649,0.029462046956918155,0.0591009309162175,0.06507554945054944,0.06735235567352355,0.09007352941176469,1.0,0.08501400560224087,0.0088235294117647,0.08579638752052542,0.01021798365122615
Ameloblastoma,0.052467532467532454,0.07853844609516158,0.0974442829457364,0.047556072788827744,0.07329029172644665,0.012,0.00886524822695035,0.051412142736343605,0.05121753246753245,0.0096153846153846,0.041108688881968225,0.0245901639344262,0.05572334642102082,0.32277081798084006,0.08281855620155035,0.07231153330897576,0.0661545900907603,0.0161290322580645,0.07329029172644665,0.07413419913419911,0.044628367413177494,0.0161290322580645,0.14838709677419354,0.0245901639344262,0.0438095238095238,0.041140375719814964,0.06837529336462556,0.13050808045576093,0.0456961077844311,0.09354413702239787,0.0089463220675944,0.06457901625040896,0.11360448807854137,0.0974442829457364,0.06844305120167185,0.04220363994097392,0.041140375719814964,0.0119047619047619,0.10977049180327869,0.0129032258064516,0.0099601593625498,0.0352112676056338,0.039371484174828233,0.08598840490482786,0.038115778440699785,0.08442996742671005,0.067775974025974,0.08419801618137766,0.11360448807854137,0.08501400560224087,1.0,0.0161290322580645,0.05627705627705626,0.0083333333333333
Tuberculosis,0.01298701298701295,0.0085324232081911,0.00968992248062015,0.0107913669064748,0.00816993464052285,0.012,0.00886524822695035,0.01234567901234565,0.01298701298701295,0.0096153846153846,0.0093984962406015,0.085899871857187,0.01298701298701295,0.0423728813559322,0.0082364341085271,0.0077639751552795,0.00786713286713285,0.06150663030189034,0.00816993464052285,0.01298701298701295,0.0096153846153846,0.0161290322580645,0.0161290322580645,0.08024717574110247,0.0089285714285714,0.0084175084175084,0.00825688073394495,0.00886524822695035,0.0089820359281437,0.00905797101449275,0.0089463220675944,0.0070754716981132,0.0161290322580645,0.00968992248062015,0.0086206896551724,0.0087719298245614,0.0084175084175084,0.0119047619047619,0.012,0.0129032258064516,0.0099601593625498,0.0352112676056338,0.0095693779904306,0.0084269662921348,0.0079617834394904,0.00814332247557,0.0089285714285714,0.0089820359281437,0.0161290322580645,0.0088235294117647,0.0161290322580645,1.0,0.01298701298701295,0.0083333333333333
Pancreatic Cancer,0.24505928853754935,0.08789133435025787,0.09566180674671239,0.036547853855546125,0.2530415506753273,0.07069892473118276,0.0219298245614035,0.15055841924398622,0.15196488294314375,0.02419354838709675,0.1803737525091176,0.04147597254004576,0.24505928853754935,0.3447876447876448,0.08102844482561461,0.10275845901383134,0.6293475066131087,0.01298701298701295,0.2530415506753273,0.202445652173913,0.12433448167867206,0.01298701298701295,0.0952380952380952,0.01973684210526315,0.2512218963831867,0.10930534524676445,0.10401572112098424,0.046886824905400706,0.12702557594689573,0.09107142857142857,0.02166934189406095,0.2491560726854844,0.08755760368663591,0.09566180674671239,0.08526650096658378,0.1171652056088197,0.10930534524676445,0.0303030303030303,0.06603415559772297,0.0324324324324324,0.0241157556270096,0.02906976744186045,0.17484414871281373,0.08427125697531444,0.1032526867763875,0.1246387581537445,0.11586887035160207,0.09772282562459232,0.08755760368663591,0.08579638752052542,0.05627705627705626,0.01298701298701295,1.0,0.0214285714285714
