,Gastric Cancer,Glioblastoma,Adult Acute Myeloid Leukemia,Cerebral Cavernous Malformation,Hepatocellular Carcinoma,Liver Cirrhosis,Intracranial Aneurysm,Lung Cancer,Bladder Cancer,Multiple Sclerosis,Colorectal Cancer,Hepatitis C,Esophageal Cancer,Cancer,Diffuse Large B-Cell Lymphoma,Lung Adenocarcinoma,Pancreatic Ductal Adenocarcinoma,COVID-19,Early Hepatocellular Carcinoma,Breast Cancer,Prostate Cancer,Autism Spectrum Disorder,Sarcoma,West Nile Virus Infection,Ovarian Cancer,Non-Small Cell Lung Cancer,Clear Cell Renal Cell Carcinoma,Uterine Leiomyoma,Bladder Carcinoma,B-Cell Lymphoma,Osteoporosis,Papillary Thyroid Carcinoma,Glioma,Acute Myeloid Leukemia,Chronic Lymphocytic Leukemia,Lung Carcinoma,Lung Non-Small Cell Carcinoma,Rheumatoid Arthritis,Adenocarcinoma,Systemic Lupus Erythematosus,Alzheimer Disease,Prader-Willi Syndrome,Colon Cancer,Osteosarcoma,Cervical Cancer,Head And Neck Squamous Cell Carcinoma,Malignant Pleural Mesothelioma,Astrocytoma,Malignant Glioma,Acute Promyelocytic Leukemia,Ameloblastoma,Tuberculosis,Pancreatic Cancer,Psoriatic Arthritis
Acute Myeloid Leukemia,0.025316455696202528,0.055350553505535055,1.0,0.08490566037735849,0.05813953488372093,0.0,0.0,0.025974025974025972,0.023809523809523808,0.0,0.01694915254237288,0.0,0.033333333333333326,0.34,0.08455882352941177,0.05590062111801242,0.05102040816326531,0.0,0.05813953488372093,0.06578947368421052,0.024096385542168676,0.0,0.140625,0.0,0.028846153846153848,0.015873015873015872,0.05,0.09230769230769233,0.023809523809523808,0.10714285714285712,0.0,0.04972375690607735,0.08219178082191779,1.0,0.17341040462427745,0.015873015873015872,0.015873015873015872,0.0,0.09230769230769233,0.0,0.0,0.0,0.017064846416382253,0.07792207792207792,0.018072289156626505,0.07594936708860758,0.04938271604938271,0.06474820143884892,0.08219178082191779,0.7611940298507462,0.140625,0.0,0.03409090909090909,0.0
Chronic Lymphocytic Leukemia,0.015384615384615384,0.02608695652173913,0.17341040462427745,0.04819277108433735,0.03349282296650718,0.09523809523809523,0.0,0.015706806282722512,0.014634146341463415,0.01675977653631285,0.009345794392523364,0.0,0.02304147465437788,0.24087591240875916,0.1213872832369942,0.030303030303030304,0.030042918454935626,0.0,0.03349282296650718,0.047619047619047616,0.014778325123152709,0.0,0.09090909090909091,0.0,0.02040816326530612,0.006993006993006993,0.027649769585253454,0.05389221556886228,0.014634146341463415,0.1638418079096045,0.0,0.027522935779816515,0.04918032786885246,0.17341040462427745,1.0,0.006993006993006993,0.006993006993006993,0.04072398190045249,0.05389221556886228,0.04864864864864865,0.0,0.0,0.008174386920980924,0.04712041884816753,0.009852216748768471,0.04615384615384616,0.02512562814070352,0.03409090909090909,0.04918032786885246,0.11695906432748536,0.09090909090909091,0.0,0.023474178403755867,0.0
Lung Carcinoma,0.04122137404580153,0.005309734513274336,0.015873015873015872,0.0057405281285878304,0.0379746835443038,0.0,0.0,0.6494522691705791,0.03884892086330935,0.0,0.02051983584131327,0.0,0.06864064602960969,0.30496453900709214,0.008818342151675485,0.2563718140929535,0.03345724907063197,0.06602475928473177,0.0379746835443038,0.15689381933438987,0.03930131004366812,0.0,0.03177570093457944,0.0,0.059649122807017535,0.5661016949152542,0.020188425302826375,0.016574585635359115,0.03884892086330935,0.015437392795883362,0.0,0.03614457831325301,0.014827018121911036,0.015873015873015872,0.006993006993006993,1.0,0.5661016949152542,0.0,0.016574585635359115,0.0,0.0,0.0,0.014778325123152709,0.01408450704225352,0.021834061135371174,0.07786259541984733,0.11177347242921012,0.008635578583765112,0.014827018121911036,0.008944543828264758,0.03177570093457944,0.0,0.07015130674002751,0.0
Lung Non-Small Cell Carcinoma,0.04122137404580153,0.005309734513274336,0.015873015873015872,0.0057405281285878304,0.0379746835443038,0.0,0.0,0.6494522691705791,0.03884892086330935,0.0,0.02051983584131327,0.0,0.06864064602960969,0.30496453900709214,0.008818342151675485,0.2563718140929535,0.03345724907063197,0.06602475928473177,0.0379746835443038,0.15689381933438987,0.03930131004366812,0.0,0.03177570093457944,0.0,0.059649122807017535,1.0,0.020188425302826375,0.016574585635359115,0.03884892086330935,0.015437392795883362,0.0,0.03614457831325301,0.014827018121911036,0.015873015873015872,0.006993006993006993,0.5661016949152542,1.0,0.0,0.016574585635359115,0.0,0.0,0.0,0.014778325123152709,0.01408450704225352,0.021834061135371174,0.07786259541984733,0.11177347242921012,0.008635578583765112,0.014827018121911036,0.008944543828264758,0.03177570093457944,0.0,0.07015130674002751,0.0
Rheumatoid Arthritis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210523,0.0,0.0,0.0,0.0,0.04619565217391304,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04787234042553192,0.06382978723404255,0.0,0.0,0.0,0.04072398190045249,0.0,0.0,1.0,0.0,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27848101265822783
Adenocarcinoma,0.02631578947368421,0.13513513513513514,0.09230769230769233,0.04368932038834952,0.5662650602409639,0.0,0.0,0.02702702702702703,0.02469135802469136,0.0,0.017543859649122806,0.0,0.034482758620689655,0.3617021276595745,0.06923076923076923,0.6,0.43157894736842106,0.0,0.5662650602409639,0.0684931506849315,0.025,0.0,0.14754098360655735,0.0,0.0297029702970297,0.016574585635359115,0.5344827586206896,0.09677419354838707,0.02469135802469136,0.08955223880597014,0.0,0.45142857142857135,0.2,0.09230769230769233,0.05389221556886228,0.016574585635359115,0.016574585635359115,0.0,1.0,0.0,0.0,0.0,0.017793594306049824,0.08108108108108109,0.01875,0.31578947368421045,0.05128205128205128,0.15789473684210523,0.2,0.0703125,0.14754098360655735,0.0,0.03529411764705882,0.0
Systemic Lupus Erythematosus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1948051948051948,0.0,0.0,0.0,0.0,0.05743243243243244,0.0,0.0,0.0,0.0,0.07317073170731705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05921052631578947,0.0,0.0,0.0,0.0,0.04864864864864865,0.0,0.0,0.4285714285714285,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04975124378109453
Alzheimer Disease,0.0,0.0,0.0,0.10655737704918032,0.0,0.0,0.12041884816753926,0.0,0.0,0.04597701149425287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.08061002178649236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02298850574712644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prader-Willi Syndrome,0.0,0.0,0.0,0.07868852459016394,0.0,0.0,0.011904761904761904,0.0,0.0,0.025531914893617016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008605851979345954,0.0,0.0,0.0,0.0,0.0,0.0,0.02145922746781116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02298850574712644,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colon Cancer,0.3115727002967359,0.00684931506849315,0.017064846416382253,0.0067415730337078645,0.1232876712328767,0.055384615384615386,0.0,0.045592705167173245,0.04201680672268908,0.0,0.744,0.014962593516209476,0.30708661417322836,0.29411764705882354,0.010238907849829351,0.026239067055393583,0.10895883777239708,0.0,0.1232876712328767,0.15692307692307692,0.042492917847025496,0.0,0.032490974729241874,0.0,0.06178489702517163,0.014778325123152709,0.023622047244094488,0.017793594306049824,0.04201680672268908,0.016611295681063124,0.0,0.0391644908616188,0.01597444089456869,0.017064846416382253,0.008174386920980924,0.014778325123152709,0.014778325123152709,0.0,0.017793594306049824,0.0,0.0,0.0,1.0,0.015197568389057751,0.025495750708215296,0.0801186943620178,0.02608695652173913,0.010033444816053512,0.01597444089456869,0.01038062283737024,0.032490974729241874,0.0,0.2171581769436997,0.0
Osteosarcoma,0.022727272727272728,0.0488599348534202,0.07792207792207792,0.0391304347826087,0.05263157894736842,0.0,0.0,0.02325581395348837,0.021505376344086023,0.0,0.015384615384615384,0.0,0.030303030303030304,0.28813559322033894,0.05844155844155844,0.05027932960893855,0.046728971962616814,0.0,0.05263157894736842,0.05882352941176471,0.021739130434782608,0.0,0.6164383561643836,0.0,0.02654867256637168,0.01408450704225352,0.045454545454545456,0.1891891891891892,0.021505376344086023,0.07594936708860758,0.0,0.045226130653266326,0.07317073170731705,0.07792207792207792,0.04712041884816753,0.01408450704225352,0.01408450704225352,0.0,0.08108108108108109,0.0,0.0,0.0,0.015197568389057751,1.0,0.016304347826086956,0.06818181818181818,0.16666666666666663,0.05732484076433121,0.07317073170731705,0.05921052631578947,0.1232876712328767,0.0,0.030927835051546393,0.0
Cervical Cancer,0.04787234042553192,0.00906344410876133,0.018072289156626505,0.008264462809917356,0.04455445544554455,0.0,0.0,0.04891304347826087,0.18181818181818185,0.0,0.02898550724637681,0.0,0.07142857142857142,0.25384615384615383,0.012048192771084336,0.031413612565445025,0.03982300884955752,0.0,0.04455445544554455,0.14835164835164835,0.1683673469387755,0.0,0.03164556962025317,0.0,0.3277310924369748,0.021834061135371174,0.11428571428571428,0.01875,0.18181818181818185,0.01764705882352941,0.0,0.04265402843601896,0.017045454545454544,0.018072289156626505,0.009852216748768471,0.021834061135371174,0.021834061135371174,0.0,0.01875,0.0,0.0,0.0,0.025495750708215296,0.016304347826086956,1.0,0.07978723404255318,0.03125,0.011834319526627219,0.017045454545454544,0.012195121951219513,0.03164556962025317,0.0,0.07281553398058253,0.0
Head And Neck Squamous Cell Carcinoma,0.1,0.08571428571428572,0.07594936708860758,0.038461538461538464,0.2371134020618557,0.0,0.0,0.10227272727272728,0.09473684210526317,0.0,0.07537688442211055,0.0,0.27722772277227725,0.29508196721311475,0.056962025316455694,0.2349726775956284,0.1926605504587156,0.0,0.2371134020618557,0.20689655172413793,0.09574468085106384,0.0,0.12,0.0,0.10434782608695652,0.07786259541984733,0.2128712871287129,0.07894736842105263,0.09473684210526317,0.07407407407407408,0.0,0.3103448275862069,0.14285714285714285,0.07594936708860758,0.04615384615384616,0.07786259541984733,0.07786259541984733,0.0,0.31578947368421045,0.0,0.0,0.0,0.0801186943620178,0.06818181818181818,0.07978723404255318,1.0,0.09782608695652174,0.10559006211180123,0.14285714285714285,0.057692307692307696,0.12,0.0,0.1212121212121212,0.0
Malignant Pleural Mesothelioma,0.04891304347826087,0.021671826625387,0.04938271604938271,0.021008403361344536,0.06060606060606061,0.0,0.0,0.25,0.04639175257731959,0.0,0.029556650246305417,0.0,0.07281553398058253,0.2619047619047619,0.030864197530864196,0.17647058823529413,0.05405405405405406,0.0,0.06060606060606061,0.15168539325842695,0.046875,0.0,0.2077922077922078,0.0,0.0641025641025641,0.11177347242921012,0.04368932038834952,0.1153846153846154,0.04639175257731959,0.04819277108433735,0.0,0.05314009661835749,0.04651162790697674,0.04938271604938271,0.02512562814070352,0.11177347242921012,0.11177347242921012,0.0,0.05128205128205128,0.0,0.0,0.0,0.02608695652173913,0.16666666666666663,0.03125,0.09782608695652174,1.0,0.030303030303030304,0.04651162790697674,0.03125,0.09090909090909091,0.0,0.07425742574257425,0.0
Astrocytoma,0.018633540372670808,0.7689530685920578,0.06474820143884892,0.02790697674418605,0.08571428571428572,0.0,0.0,0.01910828025477707,0.017543859649122806,0.0,0.011111111111111112,0.0,0.027322404371584695,0.3203883495145632,0.04316546762589928,0.08536585365853659,0.07537688442211055,0.0,0.08571428571428572,0.058064516129032254,0.01775147928994083,0.0,0.11450381679389313,0.0,0.02369668246445497,0.008635578583765112,0.07650273224043715,0.06766917293233081,0.017543859649122806,0.06293706293706294,0.0,0.06521739130434782,0.785234899328859,0.06474820143884892,0.03409090909090909,0.008635578583765112,0.008635578583765112,0.0,0.15789473684210523,0.0,0.0,0.0,0.010033444816053512,0.05732484076433121,0.011834319526627219,0.10559006211180123,0.030303030303030304,1.0,0.785234899328859,0.043795620437956206,0.11450381679389313,0.0,0.027932960893854743,0.0
Malignant Glioma,0.023809523809523808,0.6701030927835051,0.08219178082191779,0.04054054054054054,0.12087912087912088,0.0,0.0,0.024390243902439025,0.022471910112359546,0.0,0.016042780748663103,0.0,0.031578947368421054,0.3090909090909091,0.06164383561643835,0.12280701754385964,0.10679611650485436,0.0,0.12087912087912088,0.06172839506172839,0.022727272727272728,0.0,0.13043478260869565,0.0,0.027522935779816515,0.014827018121911036,0.11052631578947368,0.08571428571428572,0.022471910112359546,0.08,0.0,0.09947643979057592,1.0,0.08219178082191779,0.04918032786885246,0.014827018121911036,0.014827018121911036,0.0,0.2,0.0,0.0,0.0,0.01597444089456869,0.07317073170731705,0.017045454545454544,0.14285714285714285,0.04651162790697674,0.785234899328859,1.0,0.0625,0.13043478260869565,0.0,0.03225806451612903,0.0
Acute Promyelocytic Leukemia,0.019230769230769232,0.033707865168539325,0.7611940298507462,0.057142857142857134,0.04117647058823529,0.0,0.0,0.01973684210526316,0.018072289156626505,0.0,0.011428571428571429,0.0,0.02808988764044944,0.336734693877551,0.05597014925373135,0.037735849056603765,0.03608247422680412,0.0,0.04117647058823529,0.06,0.018292682926829267,0.0,0.11904761904761904,0.0,0.02427184466019417,0.008944543828264758,0.033707865168539325,0.0703125,0.018072289156626505,0.07971014492753623,0.0,0.0335195530726257,0.0625,0.7611940298507462,0.11695906432748536,0.008944543828264758,0.008944543828264758,0.0,0.0703125,0.0,0.0,0.0,0.01038062283737024,0.05921052631578947,0.012195121951219513,0.057692307692307696,0.03125,0.043795620437956206,0.0625,1.0,0.11904761904761904,0.0,0.028735632183908046,0.0
Ameloblastoma,0.04,0.10588235294117646,0.140625,0.07352941176470588,0.0975609756097561,0.0,0.0,0.041095890410958895,0.0375,0.0,0.029585798816568042,0.0,0.04651162790697674,0.391304347826087,0.1171875,0.0980392156862745,0.08510638297872339,0.0,0.0975609756097561,0.08333333333333331,0.0379746835443038,0.0,0.2,0.0,0.04,0.03177570093457944,0.0872093023255814,0.14754098360655735,0.0375,0.13636363636363635,0.0,0.08670520231213873,0.13043478260869565,0.140625,0.09090909090909091,0.03177570093457944,0.03177570093457944,0.0,0.14754098360655735,0.0,0.0,0.0,0.032490974729241874,0.1232876712328767,0.03164556962025317,0.12,0.09090909090909091,0.11450381679389313,0.13043478260869565,0.11904761904761904,1.0,0.0,0.047619047619047616,0.0
Tuberculosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02425876010781671,0.0,0.0,0.0,0.0,0.0,0.026239067055393583,0.0,0.0,0.0,0.0,0.0,0.012953367875647668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Pancreatic Cancer,0.2727272727272727,0.02564102564102564,0.03409090909090909,0.01984126984126984,0.25471698113207547,0.08333333333333331,0.0,0.09278350515463916,0.08653846153846154,0.0,0.20737327188940088,0.043478260869565216,0.2727272727272727,0.2571428571428571,0.028409090909090908,0.07462686567164177,0.6864406779661016,0.0,0.25471698113207547,0.1875,0.08737864077669902,0.0,0.047619047619047616,0.0,0.29032258064516125,0.07015130674002751,0.06818181818181818,0.03529411764705882,0.08653846153846154,0.033333333333333326,0.0,0.24434389140271487,0.03225806451612903,0.03409090909090909,0.023474178403755867,0.07015130674002751,0.07015130674002751,0.0,0.03529411764705882,0.0,0.0,0.0,0.2171581769436997,0.030927835051546393,0.07281553398058253,0.1212121212121212,0.07425742574257425,0.027932960893854743,0.03225806451612903,0.028735632183908046,0.047619047619047616,0.0,1.0,0.0
Psoriatic Arthritis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08780487804878048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08808290155440412,0.0,0.0,0.0,0.0,0.0,0.0,0.27848101265822783,0.0,0.04975124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
